year,month,population,pet,pea,employed,unemployed,inactive
2021,9,51248340.0,38531560.8,23490919.3,20681102.0,2809817.4,15069079.4
2021,10,51296077.5,38580129.8,23958372.4,21084509.9,2873862.5,14649422.6
2021,11,51343781.8,38628065.0,24039606.6,21267107.1,2772499.5,14616182.0
2021,12,51389013.0,38675412.0,24178273.5,21495335.9,2682937.6,14523225.9
2022,1,51436538.2,38722251.4,24247382.9,20695811.1,3551571.8,14502231.6
2022,2,51482499.6,38768658.7,24893491.1,21680946.4,3212544.7,13902614.2
2022,3,51523743.4,38814707.7,24670183.8,21679856.3,2990327.5,14167699.5
2022,4,51569763.6,38860453.5,24718045.8,21957422.5,2760623.3,14166290.6
2022,5,51614420.7,38905965.2,24828601.4,22184789.4,2643812.0,14100731.0
2022,6,51661274.1,38951317.8,24817351.0,22022622.4,2794728.6,14158918.3
2022,7,51700620.6,38996596.6,24777909.2,22055087.0,2722822.2,14237541.1
2022,8,51747952.7,39041752.3,24796171.7,22160026.0,2636145.7,14266248.1
2022,9,51794932.5,39086936.5,25085667.3,22389354.2,2696313.2,14023280.8
2022,10,51840530.8,39132184.2,25040231.4,22606066.5,2434164.9,14113703.7
2022,11,51887249.8,39177522.8,24846930.8,22486288.1,2360642.6,14353088.6
2022,12,51932777.8,39223009.6,25040482.7,22468157.5,2572325.2,14204362.9
2023,1,51979965.4,39268674.0,24904579.2,21491569.0,3413010.2,14386903.9
2023,2,52026418.5,39314474.7,25080057.1,22232689.1,2847368.0,14258258.1
2023,3,52067796.1,39360525.9,25335486.3,22793694.8,2541791.5,14045369.7
2023,4,52113172.4,39406826.1,25473955.1,22741950.4,2732004.7,13954443.8
2023,5,52156767.1,39453376.8,25208008.1,22567443.9,2640564.1,14267166.2
2023,6,52201520.8,39500179.3,25427789.7,23052247.1,2375542.6,14096452.5
2023,7,52236900.2,39547216.3,25635867.6,23181784.5,2454083.0,13929190.9
2023,8,52280227.0,39594476.4,25529537.8,23161067.7,2368470.0,14085496.9
2023,9,52322051.5,39641907.9,25462551.1,23106584.5,2355966.7,14201998.7
2023,10,52361568.2,39689642.9,25429115.0,23081776.2,2347338.9,14283428.6
2023,11,52401102.9,39737524.1,25480681.1,23185538.3,2295142.7,14280968.2
2023,12,52438545.7,39785493.9,25408674.9,22864322.9,2544352.0,14400615.0
2024,1,52476644.2,39833537.1,25217557.9,22024604.0,3192953.9,14641046.3
2024,2,52514807.1,39881623.9,25463552.6,22492939.0,2970613.6,14443941.2
2024,3,52551536.1,39929644.0,25525850.8,22645076.1,2880774.8,14427824.6
2024,4,52591735.1,39977560.7,25589032.1,22864641.4,2724390.7,14413941.0
2024,5,52631353.3,40025300.7,25676254.3,23030092.9,2646161.3,14374558.4
2024,6,52673881.3,40072871.7,25545074.5,22921955.1,2623119.4,14555685.4
2024,7,52709378.7,40120255.1,25757661.2,23202978.1,2554683.1,14384438.6
2024,8,52753176.0,40167442.1,25922685.6,23417863.5,2504822.1,14268590.2
2024,9,52797046.8,40214422.8,25546875.3,23213299.6,2333575.6,14692675.3
2024,10,52839595.8,40261076.0,25744531.8,23393085.4,2351446.5,14540892.5
2024,11,52884217.5,40307502.0,25705021.0,23605235.7,2099785.3,14627480.0
2024,12,52928052.0,40353731.5,25992551.7,23620651.0,2371900.7,14385339.1
2025,1,52972838.0,40376729.0,25918717.1,22902800.8,3015916.2,14506130.4
2025,2,53017207.0,40400191.9,26173262.8,23469438.9,2703823.9,14297999.4
2025,3,53057637.2,40423404.8,26224169.4,23702352.2,2521817.2,14289344.9
2025,4,53102109.4,40446386.6,25845963.3,23576036.0,2269927.4,14714121.9
2025,5,53145578.0,40469381.2,25973902.8,23626788.6,2347114.1,14631664.5
