date,year,month,dep_code,dep_name,population,pet,pea,employed,unemployed,inactive
1993-01-01,1993,1,5,Antioquia,4695812.0,3030868.7,1913733.3,1692953.9,220779.4,1110668.6
1993-02-01,1993,2,5,Antioquia,4704129.4,3032491.1,1972989.9,1774299.0,198690.9,1051563.2
1993-03-01,1993,3,5,Antioquia,4710305.5,3033334.4,2000342.2,1805635.9,194706.3,1026569.3
1993-04-01,1993,4,5,Antioquia,4714800.0,3034063.0,1983365.6,1776179.2,207186.4,1049344.7
1993-05-01,1993,5,5,Antioquia,4717519.7,3034506.2,1970581.1,1762145.9,208435.1,1066260.9
1993-06-01,1993,6,5,Antioquia,4717897.6,3034693.0,1956145.6,1747210.2,208935.3,1083647.8
1993-07-01,1993,7,5,Antioquia,4714958.7,3034927.1,1927953.8,1708980.8,218973.0,1114271.5
1993-08-01,1993,8,5,Antioquia,4714708.1,3036389.6,1984344.9,1769941.0,214403.9,1054892.7
1993-09-01,1993,9,5,Antioquia,4716715.6,3037899.6,2014224.3,1806834.0,207390.3,1025667.5
1993-10-01,1993,10,5,Antioquia,4715812.3,3039452.3,2035146.3,1869665.5,165480.7,1003348.8
1993-11-01,1993,11,5,Antioquia,4713705.3,3040866.6,2074240.5,1895335.6,178904.9,962320.3
1993-12-01,1993,12,5,Antioquia,4711521.5,3042502.2,2074094.2,1878536.8,195557.4,963408.8
1994-01-01,1994,1,5,Antioquia,4709473.0,3044779.2,2048557.1,1780608.5,267948.6,993393.9
1994-02-01,1994,2,5,Antioquia,4711695.9,3047593.7,2061132.9,1826447.6,234685.3,981540.6
1994-03-01,1994,3,5,Antioquia,4716554.6,3051185.4,2071988.4,1849336.5,222651.9,973555.2
1994-04-01,1994,4,5,Antioquia,4724066.3,3055041.5,2093602.6,1863399.5,230203.1,956079.4
1994-05-01,1994,5,5,Antioquia,4733509.1,3059104.3,2087782.1,1862168.7,225613.4,968687.7
1994-06-01,1994,6,5,Antioquia,4743862.1,3063610.4,2036345.2,1816938.5,219406.6,1030772.1
1994-07-01,1994,7,5,Antioquia,4754189.4,3068132.7,2014429.4,1789058.1,225371.3,1061569.5
1994-08-01,1994,8,5,Antioquia,4762247.0,3073280.3,2002683.6,1788397.0,214286.6,1079655.1
1994-09-01,1994,9,5,Antioquia,4767938.2,3078472.7,2007937.3,1804573.4,203363.9,1078226.7
1994-10-01,1994,10,5,Antioquia,4772171.0,3083410.8,2029440.3,1870242.1,159198.2,1057809.2
1994-11-01,1994,11,5,Antioquia,4775784.0,3088233.4,2038288.8,1867545.0,170743.8,1052344.3
1994-12-01,1994,12,5,Antioquia,4780192.2,3092568.7,2089219.2,1901923.2,187296.0,1002552.2
1995-01-01,1995,1,5,Antioquia,4785135.6,3095949.9,2021630.4,1763499.8,258130.7,1082091.5
1995-02-01,1995,2,5,Antioquia,4787598.3,3098699.8,2041872.9,1815299.5,226573.5,1063109.8
1995-03-01,1995,3,5,Antioquia,4789927.6,3101335.1,2090808.3,1873078.7,217729.6,1013992.4
1995-04-01,1995,4,5,Antioquia,4792223.7,3103876.1,2105903.5,1878096.2,227807.3,1001649.5
1995-05-01,1995,5,5,Antioquia,4793410.2,3106525.3,2129788.5,1902018.4,227770.1,978705.0
1995-06-01,1995,6,5,Antioquia,4793920.8,3109615.0,2168893.4,1940031.7,228861.7,938798.2
1995-07-01,1995,7,5,Antioquia,4793312.7,3113527.7,2167257.6,1925914.4,241343.2,941740.0
1995-08-01,1995,8,5,Antioquia,4797548.2,3117270.2,2148804.0,1913561.6,235242.4,965158.1
1995-09-01,1995,9,5,Antioquia,4799034.1,3121362.1,2132958.3,1903216.5,229741.8,983698.1
1995-10-01,1995,10,5,Antioquia,4802438.8,3126244.2,2112132.9,1922142.6,189990.3,1006906.7
1995-11-01,1995,11,5,Antioquia,4811017.8,3131540.8,2084259.7,1874142.6,210117.0,1043449.7
1995-12-01,1995,12,5,Antioquia,4820678.0,3137242.2,2041295.0,1806762.2,234532.7,1097429.5
1996-01-01,1996,1,5,Antioquia,4831848.7,3143442.1,2079915.4,1760628.1,319287.2,1068716.0
1996-02-01,1996,2,5,Antioquia,4844393.5,3149859.7,2110212.3,1814825.1,295387.2,1043873.7
1996-03-01,1996,3,5,Antioquia,4851958.5,3156546.4,2070848.2,1781178.0,289670.2,1092536.8
1996-04-01,1996,4,5,Antioquia,4856951.1,3163534.4,2055322.8,1752153.4,303169.4,1115789.9
1996-05-01,1996,5,5,Antioquia,4861213.7,3170515.2,2055453.4,1750154.0,305299.4,1121456.4
1996-06-01,1996,6,5,Antioquia,4864327.4,3177099.0,2059404.7,1752954.4,306450.2,1122686.2
1996-07-01,1996,7,5,Antioquia,4871243.5,3183098.7,2130225.8,1809821.2,320404.6,1055783.2
1996-08-01,1996,8,5,Antioquia,4884086.8,3189187.6,2178419.8,1864268.9,314150.9,1015782.6
1996-09-01,1996,9,5,Antioquia,4894196.6,3195168.9,2229862.4,1923902.0,305960.4,970649.9
1996-10-01,1996,10,5,Antioquia,4901108.6,3200923.1,2269288.3,2011033.6,258254.7,933520.9
1996-11-01,1996,11,5,Antioquia,4902945.1,3206647.5,2296778.5,2025045.5,271733.0,909935.9
1996-12-01,1996,12,5,Antioquia,4903763.9,3212268.8,2308302.1,2019374.8,288927.3,902419.3
1997-01-01,1997,1,5,Antioquia,4905926.8,3217903.7,2282595.2,1914416.6,368178.7,939103.1
1997-02-01,1997,2,5,Antioquia,4910100.1,3223904.5,2243976.1,1915921.9,328054.2,981885.0
1997-03-01,1997,3,5,Antioquia,4917515.1,3229573.6,2220930.3,1907346.4,313583.9,1011505.7
1997-04-01,1997,4,5,Antioquia,4925728.9,3235119.9,2213404.3,1892343.3,321061.1,1026400.3
1997-05-01,1997,5,5,Antioquia,4933712.0,3240817.7,2231864.7,1913489.8,318374.8,1012501.6
1997-06-01,1997,6,5,Antioquia,4942695.6,3246897.0,2245811.9,1929751.6,316060.2,1003897.5
1997-07-01,1997,7,5,Antioquia,4948541.3,3253430.7,2199832.6,1875270.8,324561.8,1058185.8
1997-08-01,1997,8,5,Antioquia,4954741.3,3260097.0,2198395.1,1882136.0,316259.2,1063836.3
1997-09-01,1997,9,5,Antioquia,4962044.1,3266640.2,2199003.5,1890770.2,308233.3,1068064.4
1997-10-01,1997,10,5,Antioquia,4969502.3,3272639.3,2174145.5,1909862.7,264282.8,1097038.3
1997-11-01,1997,11,5,Antioquia,4977298.9,3278106.9,2162312.2,1880367.0,281945.3,1117353.1
1997-12-01,1997,12,5,Antioquia,4984203.8,3283740.7,2140811.1,1836564.2,304246.8,1148314.4
1998-01-01,1998,1,5,Antioquia,4988704.4,3289480.3,2132830.4,1746516.0,386314.4,1168863.6
1998-02-01,1998,2,5,Antioquia,4992396.8,3295384.2,2130310.4,1771534.2,358776.3,1174069.3
1998-03-01,1998,3,5,Antioquia,4996594.8,3301847.4,2199917.0,1843311.8,356605.2,1104508.7
1998-04-01,1998,4,5,Antioquia,5002046.5,3308573.4,2297759.1,1921510.0,376249.1,1007656.3
1998-05-01,1998,5,5,Antioquia,5008087.3,3315210.1,2308273.5,1927023.7,381249.7,1003698.6
1998-06-01,1998,6,5,Antioquia,5015182.8,3321863.4,2326103.6,1939151.2,386952.4,992481.4
1998-07-01,1998,7,5,Antioquia,5024646.7,3328055.3,2327245.7,1921937.7,405308.0,1001619.1
1998-08-01,1998,8,5,Antioquia,5032946.2,3333988.3,2271043.4,1868757.0,402286.4,1068746.7
1998-09-01,1998,9,5,Antioquia,5039915.5,3340120.4,2240691.0,1839979.4,400711.6,1107088.8
1998-10-01,1998,10,5,Antioquia,5048792.8,3346877.8,2238854.1,1874477.3,364376.8,1111970.1
1998-11-01,1998,11,5,Antioquia,5058594.4,3354498.5,2249949.9,1860351.7,389598.2,1109554.3
1998-12-01,1998,12,5,Antioquia,5068607.6,3361939.1,2330985.5,1909842.0,421143.5,1032442.6
1999-01-01,1999,1,5,Antioquia,5078691.9,3369129.0,2438830.7,1916684.1,522146.6,934059.4
1999-02-01,1999,2,5,Antioquia,5085911.1,3375590.3,2383792.8,1890447.2,493345.6,994172.7
1999-03-01,1999,3,5,Antioquia,5091217.5,3380923.1,2319441.4,1830057.2,489384.2,1066073.0
1999-04-01,1999,4,5,Antioquia,5094464.9,3385735.7,2227091.4,1722564.4,504527.0,1169772.8
1999-05-01,1999,5,5,Antioquia,5096070.0,3390172.7,2196416.6,1686674.4,509742.2,1204842.2
1999-06-01,1999,6,5,Antioquia,5096738.3,3394339.6,2172876.7,1658388.8,514487.9,1231987.5
1999-07-01,1999,7,5,Antioquia,5097169.5,3399003.3,2195110.9,1663599.2,531511.7,1211288.9
1999-08-01,1999,8,5,Antioquia,5099200.2,3404590.5,2253218.2,1722150.3,531067.9,1150566.1
1999-09-01,1999,9,5,Antioquia,5103024.2,3409666.9,2274964.3,1747368.7,527595.5,1130565.7
1999-10-01,1999,10,5,Antioquia,5107979.2,3414208.6,2286740.5,1799925.1,486815.5,1117328.7
1999-11-01,1999,11,5,Antioquia,5113420.2,3418311.5,2319157.3,1813723.0,505434.3,1090348.9
1999-12-01,1999,12,5,Antioquia,5118126.3,3422595.0,2303334.8,1776278.3,527056.5,1116058.4
2000-01-01,2000,1,5,Antioquia,5122295.6,3427264.6,2252058.6,1647074.7,604983.9,1187877.2
2000-02-01,2000,2,5,Antioquia,5128687.1,3432694.2,2293035.9,1718571.0,574465.0,1145846.6
2000-03-01,2000,3,5,Antioquia,5135214.5,3438979.2,2343888.9,1779936.7,563952.1,1096126.0
2000-04-01,2000,4,5,Antioquia,5141788.5,3445623.9,2367158.9,1796314.1,570844.8,1078940.3
2000-05-01,2000,5,5,Antioquia,5149447.6,3452500.6,2371149.3,1807822.9,563326.4,1081511.2
2000-06-01,2000,6,5,Antioquia,5157822.9,3459363.4,2357287.9,1804099.9,553188.1,1103611.2
2000-07-01,2000,7,5,Antioquia,5167388.1,3465752.6,2339445.5,1786197.9,553247.6,1132110.0
2000-08-01,2000,8,5,Antioquia,5177775.6,3470248.5,2332573.4,1799838.0,532735.4,1146631.0
2000-09-01,2000,9,5,Antioquia,5188354.9,3475529.9,2345217.6,1834796.6,510420.9,1140048.2
2000-10-01,2000,10,5,Antioquia,5195944.1,3480950.4,2335930.9,1887449.1,448481.7,1150659.9
2000-11-01,2000,11,5,Antioquia,5199357.6,3486660.5,2334282.2,1887546.1,446736.1,1157576.4
2000-12-01,2000,12,5,Antioquia,5202485.4,3492223.9,2346289.3,1898239.2,448050.0,1149774.9
2001-01-01,2001,1,5,Antioquia,5210480.5,3497714.8,2371465.2,1942042.9,429422.2,1122421.6
2001-02-01,2001,2,5,Antioquia,5215891.4,3502857.0,2374037.0,1924867.2,449169.9,1128221.7
2001-03-01,2001,3,5,Antioquia,5220776.4,3507760.0,2354606.5,1951006.2,403600.3,1150454.8
2001-04-01,2001,4,5,Antioquia,5226187.2,3512421.8,2246872.3,1893757.5,353114.8,1267748.1
2001-05-01,2001,5,5,Antioquia,5231432.0,3517541.3,2256303.3,1914006.3,342297.0,1263118.3
2001-06-01,2001,6,5,Antioquia,5236915.6,3522404.6,2295589.1,1916793.2,378795.9,1231200.9
2001-07-01,2001,7,5,Antioquia,5244459.0,3527528.0,2314885.5,1936594.5,378291.1,1218375.8
2001-08-01,2001,8,5,Antioquia,5250012.3,3534150.7,2343395.6,1967539.2,375856.4,1194644.3
2001-09-01,2001,9,5,Antioquia,5255480.4,3540259.8,2376823.7,2016995.4,359828.3,1164383.8
2001-10-01,2001,10,5,Antioquia,5260711.7,3546525.2,2389598.2,2016454.8,373143.3,1158426.5
2001-11-01,2001,11,5,Antioquia,5266072.7,3552359.9,2433301.6,2075044.4,358257.2,1116917.3
2001-12-01,2001,12,5,Antioquia,5271230.3,3558403.6,2406700.6,2054087.1,352613.5,1150844.0
2002-01-01,2002,1,5,Antioquia,5276550.8,3564502.5,2404238.8,1942141.8,462097.0,1169120.2
2002-02-01,2002,2,5,Antioquia,5281850.4,3570381.6,2398953.2,1981283.9,417669.3,1176615.0
2002-03-01,2002,3,5,Antioquia,5286637.6,3576613.3,2362630.5,1978082.4,384548.1,1217616.1
2002-04-01,2002,4,5,Antioquia,5291938.5,3582823.6,2429073.7,2008659.9,420413.8,1155563.4
2002-05-01,2002,5,5,Antioquia,5297125.9,3588762.6,2353335.3,1972323.2,381012.2,1238610.6
2002-06-01,2002,6,5,Antioquia,5302541.4,3595126.3,2354238.7,1950868.2,403370.5,1245737.8
2002-07-01,2002,7,5,Antioquia,5309209.5,3601669.3,2387565.2,1990868.5,396696.7,1216245.0
2002-08-01,2002,8,5,Antioquia,5314726.7,3607523.3,2362155.8,1956640.3,405515.5,1250664.9
2002-09-01,2002,9,5,Antioquia,5320187.2,3613599.1,2367490.2,1998660.6,368829.6,1248240.2
2002-10-01,2002,10,5,Antioquia,5325440.6,3619318.8,2442215.5,2048861.8,393353.7,1177077.8
2002-11-01,2002,11,5,Antioquia,5330820.0,3625605.1,2440070.8,2041783.8,398287.0,1186512.2
2002-12-01,2002,12,5,Antioquia,5336021.2,3631363.2,2394675.0,1998263.3,396411.7,1241385.6
2003-01-01,2003,1,5,Antioquia,5341415.5,3637510.1,2415519.8,1994411.4,421108.4,1228087.4
2003-02-01,2003,2,5,Antioquia,5346759.0,3643729.5,2434479.9,2021700.6,412779.3,1213998.3
2003-03-01,2003,3,5,Antioquia,5351589.4,3649575.1,2437031.9,2094765.2,342266.7,1211850.2
2003-04-01,2003,4,5,Antioquia,5356954.7,3655667.2,2432422.0,2042361.5,390060.5,1227651.6
2003-05-01,2003,5,5,Antioquia,5362170.6,3661726.2,2459595.4,2122537.4,337058.0,1201446.7
2003-06-01,2003,6,5,Antioquia,5367619.2,3667626.4,2401364.1,2039923.4,361440.7,1272375.4
2003-07-01,2003,7,5,Antioquia,5372315.0,3673299.3,2446585.0,2068081.2,378503.8,1231858.0
2003-08-01,2003,8,5,Antioquia,5377772.2,3679599.8,2490634.6,2109116.5,381518.1,1192332.9
2003-09-01,2003,9,5,Antioquia,5383123.0,3685828.5,2501661.0,2122367.2,379293.8,1187175.1
2003-10-01,2003,10,5,Antioquia,5388297.1,3692097.7,2536308.0,2170873.4,365434.6,1155692.9
2003-11-01,2003,11,5,Antioquia,5393615.2,3698164.1,2517193.8,2178086.2,339107.5,1180191.6
2003-12-01,2003,12,5,Antioquia,5398737.1,3704491.7,2495483.9,2161333.1,334150.8,1208651.8
2004-01-01,2004,1,5,Antioquia,5404024.5,3710484.8,2496474.4,2038817.3,457657.1,1222738.9
2004-02-01,2004,2,5,Antioquia,5409293.5,3716223.2,2471171.3,2057295.7,413875.6,1252050.9
2004-03-01,2004,3,5,Antioquia,5414203.7,3722178.4,2474681.2,2118589.4,356091.8,1249432.0
2004-04-01,2004,4,5,Antioquia,5419465.4,3728061.5,2460888.9,2077264.3,383624.6,1271980.9
2004-05-01,2004,5,5,Antioquia,5424565.7,3734072.6,2464086.9,2102598.6,361488.3,1272886.1
2004-06-01,2004,6,5,Antioquia,5429812.4,3740041.0,2419934.7,2059692.3,360242.4,1325723.0
2004-07-01,2004,7,5,Antioquia,5434520.1,3745960.1,2462881.0,2127371.3,335509.7,1284422.4
2004-08-01,2004,8,5,Antioquia,5439734.0,3751108.5,2450095.9,2113776.1,336319.8,1304333.8
2004-09-01,2004,9,5,Antioquia,5444954.9,3756324.6,2453410.8,2137764.2,315646.6,1306023.4
2004-10-01,2004,10,5,Antioquia,5449939.1,3761701.9,2491255.8,2172268.0,318987.8,1272877.9
2004-11-01,2004,11,5,Antioquia,5455102.3,3766655.2,2519376.5,2210142.9,309233.6,1249630.0
2004-12-01,2004,12,5,Antioquia,5460062.0,3771623.6,2479475.5,2173850.5,305625.0,1295688.4
2005-01-01,2005,1,5,Antioquia,5431510.7,3776111.1,2481738.7,2144410.7,337328.0,1299255.4
2005-02-01,2005,2,5,Antioquia,5436837.6,3780912.2,2507006.7,2146909.4,360097.2,1278809.7
2005-03-01,2005,3,5,Antioquia,5441704.7,3785373.8,2501350.3,2172902.9,328447.4,1287290.4
2005-04-01,2005,4,5,Antioquia,5447121.0,3789852.3,2505979.9,2202175.6,303804.3,1286329.6
2005-05-01,2005,5,5,Antioquia,5452455.4,3794493.5,2527180.7,2210308.0,316872.7,1269412.3
2005-06-01,2005,6,5,Antioquia,5458001.3,3799077.8,2492022.5,2204422.7,287599.9,1307485.0
2005-07-01,2005,7,5,Antioquia,5463032.3,3803647.8,2558552.6,2251334.2,307218.4,1246364.9
2005-08-01,2005,8,5,Antioquia,5468692.3,3808083.2,2517989.8,2224614.5,293375.3,1289978.9
2005-09-01,2005,9,5,Antioquia,5474352.4,3812683.6,2536079.9,2250744.9,285335.0,1277096.5
2005-10-01,2005,10,5,Antioquia,5479859.2,3817621.2,2586313.8,2332335.1,253978.7,1233513.9
2005-11-01,2005,11,5,Antioquia,5485521.5,3822712.0,2560894.9,2299595.6,261299.2,1263123.3
2005-12-01,2005,12,5,Antioquia,5491027.5,3828123.8,2581539.3,2318093.9,263445.4,1248464.5
2006-01-01,2006,1,5,Antioquia,5496736.5,3834075.5,2543343.7,2204945.0,338398.7,1290875.2
2006-02-01,2006,2,5,Antioquia,5502465.4,3840549.5,2553811.0,2220791.0,333019.9,1287210.5
2006-03-01,2006,3,5,Antioquia,5507696.1,3847088.5,2571889.3,2279834.0,292055.3,1276001.8
2006-04-01,2006,4,5,Antioquia,5513471.5,3853935.0,2512177.0,2208781.5,303395.5,1341222.3
2006-05-01,2006,5,5,Antioquia,5519146.6,3860990.4,2531978.5,2230536.8,301441.6,1329556.2
2006-06-01,2006,6,5,Antioquia,5525059.5,3868519.7,2584181.6,2312037.9,272143.7,1286746.4
2006-07-01,2006,7,5,Antioquia,5535661.5,3876387.5,2576529.8,2257429.5,319100.3,1306075.9
2006-08-01,2006,8,5,Antioquia,5536036.1,3884824.5,2501976.7,2172751.7,329224.9,1384459.5
2006-09-01,2006,9,5,Antioquia,5541870.9,3893460.3,2464710.6,2142988.1,321722.5,1430624.9
2006-10-01,2006,10,5,Antioquia,5547431.1,3902178.5,2466497.0,2182835.3,283661.7,1437994.4
2006-11-01,2006,11,5,Antioquia,5553195.4,3911061.4,2469715.7,2194122.2,275593.6,1444654.1
2006-12-01,2006,12,5,Antioquia,5558681.3,3919952.6,2463092.7,2166649.4,296443.2,1461325.5
2007-01-01,2007,1,5,Antioquia,5564395.8,3928619.7,2451065.7,2094873.9,356191.8,1484396.8
2007-02-01,2007,2,5,Antioquia,5569992.2,3936928.0,2525792.6,2194699.5,331093.0,1418859.0
2007-03-01,2007,3,5,Antioquia,5575081.0,3945365.6,2476295.0,2171959.5,304335.4,1476214.2
2007-04-01,2007,4,5,Antioquia,5580598.0,3953429.2,2546806.5,2265191.0,281615.5,1413187.2
2007-05-01,2007,5,5,Antioquia,5585950.2,3960819.8,2510797.0,2209837.6,300959.3,1457432.2
2007-06-01,2007,6,5,Antioquia,5591428.2,3967722.1,2508753.3,2220471.2,288282.1,1466180.6
2007-07-01,2007,7,5,Antioquia,5599303.8,3974240.1,2509691.4,2216783.3,292908.1,1472614.2
2007-08-01,2007,8,5,Antioquia,5604744.3,3980498.1,2497527.2,2218029.6,279497.6,1490160.1
2007-09-01,2007,9,5,Antioquia,5610086.2,3986023.0,2524901.2,2241379.9,283521.3,1467197.3
2007-10-01,2007,10,5,Antioquia,5615116.9,3991057.7,2622655.9,2345122.3,277533.6,1370521.8
2007-11-01,2007,11,5,Antioquia,5620257.0,3995745.5,2565263.6,2312133.2,253130.4,1431934.8
2007-12-01,2007,12,5,Antioquia,5625206.4,4000195.4,2501082.9,2242141.1,258941.8,1501550.5
2008-01-01,2008,1,5,Antioquia,5630285.2,4004916.2,2500839.2,2153338.1,347501.1,1509719.7
2008-02-01,2008,2,5,Antioquia,5635349.6,4009738.4,2559238.5,2231961.4,327277.1,1451711.3
2008-03-01,2008,3,5,Antioquia,5640122.7,4014754.3,2566137.0,2260106.0,306031.0,1446789.2
2008-04-01,2008,4,5,Antioquia,5645223.7,4020027.8,2583269.0,2281609.7,301659.3,1432978.0
2008-05-01,2008,5,5,Antioquia,5650307.3,4025928.5,2559555.2,2267451.3,292103.9,1462073.4
2008-06-01,2008,6,5,Antioquia,5655609.2,4032576.8,2482608.1,2183455.8,299152.3,1548974.7
2008-07-01,2008,7,5,Antioquia,5667225.6,4039477.4,2554541.4,2225405.2,329136.2,1485630.7
2008-08-01,2008,8,5,Antioquia,5672981.9,4047103.2,2531757.5,2226494.0,305263.5,1516121.0
2008-09-01,2008,9,5,Antioquia,5678723.2,4055314.6,2556710.0,2258848.9,297861.1,1498670.0
2008-10-01,2008,10,5,Antioquia,5684205.3,4064107.4,2548212.8,2274741.0,273471.8,1515773.1
2008-11-01,2008,11,5,Antioquia,5689861.4,4073429.1,2514069.3,2225398.8,288670.5,1562909.4
2008-12-01,2008,12,5,Antioquia,5695292.9,4083120.6,2580549.4,2288376.9,292172.4,1504890.9
2009-01-01,2009,1,5,Antioquia,5700959.8,4092820.0,2594376.4,2201157.7,393218.7,1507692.6
2009-02-01,2009,2,5,Antioquia,5706551.8,4102554.7,2651249.6,2296869.4,354380.2,1458236.3
2009-03-01,2009,3,5,Antioquia,5711579.7,4112351.4,2690651.4,2347943.3,342708.2,1427788.7
2009-04-01,2009,4,5,Antioquia,5717137.8,4122156.1,2747687.4,2400235.6,347451.8,1380420.3
2009-05-01,2009,5,5,Antioquia,5722552.0,4131557.3,2756075.3,2418463.7,337611.5,1381851.0
2009-06-01,2009,6,5,Antioquia,5728113.0,4140391.6,2745708.6,2414488.0,331220.6,1402267.4
2009-07-01,2009,7,5,Antioquia,5732838.6,4148972.8,2777940.4,2407591.1,370349.3,1379047.5
2009-08-01,2009,8,5,Antioquia,5738324.6,4157253.5,2713226.1,2377328.2,335897.9,1452212.6
2009-09-01,2009,9,5,Antioquia,5743796.6,4165088.8,2743376.9,2389847.0,353529.9,1429659.5
2009-10-01,2009,10,5,Antioquia,5748982.3,4172481.2,2864230.1,2515631.0,348599.1,1312570.1
2009-11-01,2009,11,5,Antioquia,5754292.3,4179310.9,2833591.8,2499795.7,333796.1,1349399.2
2009-12-01,2009,12,5,Antioquia,5759395.5,4185689.8,2819660.7,2490013.7,329647.0,1368753.4
2010-01-01,2010,1,5,Antioquia,5770143.1,4191519.2,2812029.9,2380757.9,431272.0,1389408.0
2010-02-01,2010,2,5,Antioquia,5775480.7,4196872.1,2823589.9,2454500.3,369089.5,1379920.1
2010-03-01,2010,3,5,Antioquia,5780394.3,4201884.7,2781771.8,2440012.4,341759.4,1425376.2
2010-04-01,2010,4,5,Antioquia,5785863.8,4206519.6,2858125.3,2494144.3,363981.0,1351939.5
2010-05-01,2010,5,5,Antioquia,5791330.0,4211148.3,2815516.6,2463521.5,351995.1,1398955.9
2010-06-01,2010,6,5,Antioquia,5797106.5,4215671.5,2831334.7,2487257.8,344076.9,1386594.6
2010-07-01,2010,7,5,Antioquia,5802110.4,4220248.2,2827997.4,2461274.8,366722.6,1393224.5
2010-08-01,2010,8,5,Antioquia,5808057.6,4223936.6,2812651.5,2491891.8,320759.7,1412938.8
2010-09-01,2010,9,5,Antioquia,5814006.1,4228042.2,2853833.8,2545041.0,308792.8,1374821.7
2010-10-01,2010,10,5,Antioquia,5819799.6,4232463.7,2874106.7,2577044.6,297062.1,1358237.6
2010-11-01,2010,11,5,Antioquia,5825856.3,4237092.9,2863859.2,2556305.9,307553.3,1373410.0
2010-12-01,2010,12,5,Antioquia,5831771.7,4241669.8,2828918.4,2519060.0,309858.4,1414415.8
2011-01-01,2011,1,5,Antioquia,5837961.2,4246717.3,2831347.5,2449589.8,381757.7,1414351.8
2011-02-01,2011,2,5,Antioquia,5844061.1,4251854.6,2808479.0,2452675.1,355803.9,1444298.5
2011-03-01,2011,3,5,Antioquia,5849567.7,4257656.6,2815854.0,2520538.0,295316.0,1444351.6
2011-04-01,2011,4,5,Antioquia,5855506.1,4263628.1,2818699.1,2515698.8,303000.3,1446915.9
2011-05-01,2011,5,5,Antioquia,5861229.0,4269486.4,2849771.9,2536955.0,312816.9,1419623.2
2011-06-01,2011,6,5,Antioquia,5867073.6,4275880.6,2829696.5,2533750.9,295945.6,1448802.8
2011-07-01,2011,7,5,Antioquia,5872181.5,4282664.2,2845002.3,2529451.0,315551.3,1437867.7
2011-08-01,2011,8,5,Antioquia,5877862.9,4289919.6,2813292.6,2535344.7,277947.8,1481921.4
2011-09-01,2011,9,5,Antioquia,5883378.7,4297364.0,2874058.3,2602410.8,271647.5,1426254.8
2011-10-01,2011,10,5,Antioquia,5888597.2,4304981.9,2982207.0,2714920.5,267286.6,1320437.2
2011-11-01,2011,11,5,Antioquia,5893920.8,4312952.2,2943330.1,2673594.8,269735.3,1370669.6
2011-12-01,2011,12,5,Antioquia,5898952.4,4321344.5,2908169.6,2622846.7,285322.9,1416568.1
2012-01-01,2012,1,5,Antioquia,5904104.9,4329682.0,2911295.0,2544585.6,366709.3,1421468.6
2012-02-01,2012,2,5,Antioquia,5909385.4,4338657.1,2938004.8,2585232.6,352772.1,1404105.4
2012-03-01,2012,3,5,Antioquia,5914556.5,4347250.4,2945688.0,2635129.4,310558.6,1405933.4
2012-04-01,2012,4,5,Antioquia,5920194.7,4356306.1,2957805.7,2625764.0,332041.6,1403452.8
2012-05-01,2012,5,5,Antioquia,5925887.1,4365658.1,2980426.9,2646103.3,334323.6,1389675.3
2012-06-01,2012,6,5,Antioquia,5931970.9,4374966.1,3004942.0,2688825.3,316116.7,1373607.1
2012-07-01,2012,7,5,Antioquia,5937686.5,4384160.5,2956630.7,2616233.9,340396.8,1433940.3
2012-08-01,2012,8,5,Antioquia,5944136.6,4393767.1,2976814.5,2668517.3,308297.2,1421519.2
2012-09-01,2012,9,5,Antioquia,5950678.8,4403279.5,2950834.0,2639504.5,311329.5,1458148.2
2012-10-01,2012,10,5,Antioquia,5957252.2,4412477.5,3022742.9,2733675.3,289067.6,1392125.4
2012-11-01,2012,11,5,Antioquia,5964107.3,4421478.4,2987739.5,2692480.5,295258.9,1437956.3
2012-12-01,2012,12,5,Antioquia,5971031.2,4430215.7,3007296.6,2694909.6,312387.0,1427773.6
2013-01-01,2013,1,5,Antioquia,5978265.1,4438856.2,2995498.2,2609646.5,385851.7,1452544.4
2013-02-01,2013,2,5,Antioquia,5984817.2,4447000.1,2990900.4,2616194.0,374706.5,1465358.7
2013-03-01,2013,3,5,Antioquia,5990236.5,4454963.6,2960394.0,2639961.7,320432.3,1501603.8
2013-04-01,2013,4,5,Antioquia,5995451.0,4462510.7,3002013.6,2675637.1,326376.5,1467255.1
2013-05-01,2013,5,5,Antioquia,5999849.4,4469843.4,3051517.5,2740500.0,311017.4,1423433.0
2013-06-01,2013,6,5,Antioquia,6003767.6,4476838.9,3010897.1,2714491.5,296405.6,1471337.6
2013-07-01,2013,7,5,Antioquia,6006370.8,4483481.6,3037252.9,2718711.0,318542.0,1451044.2
2013-08-01,2013,8,5,Antioquia,6008911.2,4492422.7,3042568.5,2739932.3,302636.3,1451327.8
2013-09-01,2013,9,5,Antioquia,6010736.5,4501139.1,3022113.6,2737399.1,284714.5,1477433.3
2013-10-01,2013,10,5,Antioquia,6011683.8,4509753.0,3095071.6,2836883.9,258187.7,1407788.9
2013-11-01,2013,11,5,Antioquia,6012076.7,4518159.5,3033653.7,2765465.7,268188.0,1475988.9
2013-12-01,2013,12,5,Antioquia,6011646.0,4526623.9,3033501.3,2764850.2,268651.1,1481281.2
2014-01-01,2014,1,5,Antioquia,6056092.9,4535072.5,3035897.5,2677658.3,358239.2,1519438.7
2014-02-01,2014,2,5,Antioquia,6055889.3,4543706.2,3024419.4,2681186.5,343233.0,1536435.9
